"","metadata","value","coef","stderr","N","N.not.0","pval","qval","Site","ID","pwy","Type","pheno_Count","pair"
"1233","Gender","Male",0.430778539782313,0.107907513718345,398,398,9.23748547597362e-05,0.000256010311762698,"Fo","PWY-7357","thiamin formation from pyrithiamine and oxythiamine (yeast)","conserved",96,"PWY-7357-Gender"
"1234","Gender","Male",-0.979569590085144,0.246699574641039,398,388,0.00010040400611692,0.0002743433406575,"Fo","ARGSYN-PWY","L-arginine biosynthesis I (via L-ornithine)","conserved",96,"ARGSYN-PWY-Gender"
"1235","Gender","Male",-1.32229071954415,0.334794137192265,398,370,0.00010897785571232,0.000281889386775867,"Fo","PWY-7539","6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)","variable",96,"PWY-7539-Gender"
"1236","Gender","Male",-0.912462105701802,0.231321615580826,398,394,0.000111107010111543,0.00028361526265315,"Fo","SER-GLYSYN-PWY","superpathway of L-serine and glycine biosynthesis I","conserved",96,"SER-GLYSYN-PWY-Gender"
"1237","Gender","Male",0.451854492342599,0.116372983585813,398,398,0.00014086133953397,0.000337194763151776,"Fo","PWY-6609","adenine and adenosine salvage III","conserved",96,"PWY-6609-Gender"
"1238","Gender","Male",-0.913097246210095,0.236346647168804,398,394,0.000151693134545537,0.000350809715342679,"Fo","PWY-6936","seleno-amino acid biosynthesis","conserved",96,"PWY-6936-Gender"
"1239","Gender","Male",-1.05363126913891,0.273313668527259,398,391,0.000156589782241898,0.00035739315005798,"Fo","PANTO-PWY","phosphopantothenate biosynthesis I","conserved",96,"PANTO-PWY-Gender"
"1240","Gender","Male",-1.03207175747271,0.27088054937711,398,385,0.000185619272920621,0.000409206124393187,"Fo","PANTOSYN-PWY","pantothenate and coenzyme A biosynthesis I","conserved",96,"PANTOSYN-PWY-Gender"
"1241","Gender","Male",0.296423542892353,0.077981990405798,398,397,0.000191927255296281,0.0004183582868256,"Fo","PWY-7208","superpathway of pyrimidine nucleobases salvage","conserved",96,"PWY-7208-Gender"
"1242","Gender","Male",-1.11078602890072,0.292555509325171,398,383,0.000195083273941806,0.000420512834941226,"Fo","PWY0-162","superpathway of pyrimidine ribonucleotides de novo biosynthesis","conserved",96,"PWY0-162-Gender"
"1243","Gender","Male",0.309558927889321,0.0819968244256451,398,397,0.000211518166552753,0.000441231444206818,"Fo","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",96,"NONMEVIPP-PWY-Gender"
"1244","Gender","Male",-1.1585909291731,0.309553986532131,398,359,0.000238738898617238,0.000492716450337704,"Fo","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","variable",96,"PYRIDNUCSYN-PWY-Gender"
"1245","Gender","Male",0.301532859087115,0.0811365092576241,398,397,0.000263280670385289,0.000537646842681537,"Fo","PWY-5097","L-lysine biosynthesis VI","conserved",96,"PWY-5097-Gender"
"1246","Gender","Male",-0.915785453531157,0.24811642601282,398,396,0.000289131775291896,0.000578263550583792,"Fo","PWY-7111","pyruvate fermentation to isobutanol (engineered)","conserved",96,"PWY-7111-Gender"
"1247","Gender","Male",-1.24524715424036,0.338740904368249,398,366,0.000305322338125894,0.00060441360812677,"Fo","PWY-3781","aerobic respiration I (cytochrome c)","variable",96,"PWY-3781-Gender"
"1248","Gender","Male",0.335136068776451,0.0916882137119295,398,396,0.000329612241630341,0.000639447748762861,"Fo","HISTSYN-PWY","L-histidine biosynthesis","conserved",96,"HISTSYN-PWY-Gender"
"1249","Gender","Male",0.327833026439029,0.0898109876291372,398,398,0.000335574008874814,0.000644567898234791,"Fo","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","conserved",96,"UDPNAGSYN-PWY-Gender"
"1250","Gender","Male",0.288672272780751,0.0798341653632769,398,397,0.000380170366994738,0.000702410011399802,"Fo","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",96,"PWY-7197-Gender"
"1251","Gender","Male",0.306164572565313,0.0847360112695478,398,397,0.000383959243817147,0.000702717861325721,"Fo","DAPLYSINESYN-PWY","L-lysine biosynthesis I","conserved",96,"DAPLYSINESYN-PWY-Gender"
"1252","Gender","Male",-1.27358938207059,0.356003213221548,398,358,0.000436651580758486,0.000791686043618189,"Fo","SO4ASSIM-PWY","sulfate reduction I (assimilatory)","variable",96,"SO4ASSIM-PWY-Gender"
"1253","Gender","Male",0.330134162678629,0.0926921664390463,398,398,0.000462164791599404,0.000822568528167746,"Fo","COA-PWY-1","coenzyme A biosynthesis II (mammalian)","conserved",96,"COA-PWY-1-Gender"
"1254","Gender","Male",-1.17309669035878,0.33073677667664,398,362,0.000487077182446508,0.000859027030860205,"Fo","PWY-6700","queuosine biosynthesis","variable",96,"PWY-6700-Gender"
"1255","Gender","Male",0.412119833143538,0.117574813121656,398,397,0.000564888615282765,0.000969808773140323,"Fo","PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","conserved",96,"PWY-6147-Gender"
"1256","Gender","Male",-0.88622561022072,0.252720643512103,398,386,0.000561764549359803,0.000969808773140323,"Fo","PWY-7400","L-arginine biosynthesis IV (archaebacteria)","conserved",96,"PWY-7400-Gender"
"1257","Gender","Male",-1.06149290569418,0.304683467587626,398,385,0.000608838901532151,0.00101823057670032,"Fo","PWY-5100","pyruvate fermentation to acetate and lactate II","conserved",96,"PWY-5100-Gender"
"1258","Gender","Male",-0.799520564764345,0.229312605429175,398,396,0.000603132259318826,0.00101823057670032,"Fo","VALSYN-PWY","L-valine biosynthesis","conserved",96,"VALSYN-PWY-Gender"
"1259","Gender","Male",-0.802911002004358,0.234222181289466,398,394,0.000740324632564248,0.00119685815597887,"Fo","THRESYN-PWY","superpathway of L-threonine biosynthesis","conserved",96,"THRESYN-PWY-Gender"
"1260","Gender","Male",0.439717647619588,0.128528194569808,398,396,0.000758041913733701,0.00121129987095163,"Fo","COA-PWY","coenzyme A biosynthesis I","conserved",96,"COA-PWY-Gender"
"1261","Gender","Male",-0.890654794271053,0.262455951792352,398,384,0.000834068423082326,0.00131552255347944,"Fo","PWY-6163","chorismate biosynthesis from 3-dehydroquinate","conserved",96,"PWY-6163-Gender"
"1262","Gender","Male",-0.783051966078573,0.231991149193951,398,395,0.0008879275633109,0.00138917699421221,"Fo","ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)","conserved",96,"ILEUSYN-PWY-Gender"
"1263","Gender","Male",-0.902110846956672,0.26756609661358,398,363,0.000899610744880789,0.00139619587605498,"Fo","CITRULBIO-PWY","L-citrulline biosynthesis","variable",96,"CITRULBIO-PWY-Gender"
"1264","Gender","Male",0.279328195196471,0.0830533034216824,398,397,0.000925581445150069,0.00142510159015169,"Fo","PWY-2942","L-lysine biosynthesis III","conserved",96,"PWY-2942-Gender"
"1265","Gender","Male",0.263089699336888,0.0786904808926087,398,398,0.000990666820781809,0.00151330207269032,"Fo","PWY-7219","adenosine ribonucleotides de novo biosynthesis","conserved",96,"PWY-7219-Gender"
"1266","Gender","Male",0.312518001777728,0.0943542050883034,398,397,0.0011012966790366,0.00166915277916485,"Fo","PWY-7560","methylerythritol phosphate pathway II","conserved",96,"PWY-7560-Gender"
"1267","Gender","Male",0.308570561662546,0.0936866371100686,398,397,0.00117242697606062,0.00176318475469582,"Fo","PWY-6270","isoprene biosynthesis I","conserved",96,"PWY-6270-Gender"
"1268","Gender","Male",-0.814498156964666,0.24860863152997,398,384,0.00124315836685492,0.00183919215600717,"Fo","ARO-PWY","chorismate biosynthesis I","conserved",96,"ARO-PWY-Gender"
"1269","Gender","Male",-0.846593322435887,0.2599646347322,398,395,0.00132772823125524,0.00192223340942923,"Fo","PWY-5103","L-isoleucine biosynthesis III","conserved",96,"PWY-5103-Gender"
"1270","Gender","Male",-0.794274896216403,0.244290679418777,398,384,0.00135106827480442,0.00194153515045968,"Fo","COMPLETE-ARO-PWY","superpathway of aromatic amino acid biosynthesis","conserved",96,"COMPLETE-ARO-PWY-Gender"
"1271","Gender","Male",-0.829085021201003,0.257177394484526,398,389,0.00148078391896026,0.00210840085938853,"Fo","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","conserved",96,"PWY-6387-Gender"
"1272","Gender","Male",0.268850800388339,0.0834956584649664,398,397,0.00149979030203926,0.00210840085938853,"Fo","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","conserved",96,"PWY-7220-Gender"
"1273","Gender","Male",0.268850800388339,0.0834956584649664,398,397,0.00149979030203926,0.00210840085938853,"Fo","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","conserved",96,"PWY-7222-Gender"
"1274","Gender","Male",-0.791822417807962,0.24732216944495,398,395,0.00159357875381354,0.00220824484457019,"Fo","BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched amino acid biosynthesis","conserved",96,"BRANCHED-CHAIN-AA-SYN-PWY-Gender"
"1275","Gender","Male",-0.784693364186915,0.248896591234304,398,389,0.00187061981298851,0.00257376059375724,"Fo","PEPTIDOGLYCANSYN-PWY","peptidoglycan biosynthesis I (meso-diaminopimelate containing)","conserved",96,"PEPTIDOGLYCANSYN-PWY-Gender"
"1276","Gender","Male",0.256837313394436,0.0816694442717984,398,397,0.00191903672371541,0.00262178256620274,"Fo","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","conserved",96,"PWY-7228-Gender"
"1277","Gender","Male",0.404254680519756,0.129912598609078,398,395,0.0021362315596048,0.00285813050043676,"Fo","PWY-4242","pantothenate and coenzyme A biosynthesis III","conserved",96,"PWY-4242-Gender"
"1278","Gender","Male",-1.04993698285801,0.34003746421829,398,366,0.00230795144010059,0.00306672999575009,"Fo","GLYOXYLATE-BYPASS","glyoxylate cycle","variable",96,"GLYOXYLATE-BYPASS-Gender"
"1279","Gender","Male",0.253767645679885,0.0822680749251921,398,397,0.0023307563441958,0.00307596415492507,"Fo","PWY-7221","guanosine ribonucleotides de novo biosynthesis","conserved",96,"PWY-7221-Gender"
"1280","Gender","Male",-0.764637258648896,0.248364915635604,398,393,0.0023756608863666,0.00311404197266973,"Fo","PWY-3001","superpathway of L-isoleucine biosynthesis I","conserved",96,"PWY-3001-Gender"
"1281","Gender","Male",-0.700143815934583,0.228331945149208,398,397,0.00247122988448099,0.00319612398392875,"Fo","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","conserved",96,"PWY-6122-Gender"
"1282","Gender","Male",-0.700143815934583,0.228331945149208,398,397,0.00247122988448099,0.00319612398392875,"Fo","PWY-6277","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","conserved",96,"PWY-6277-Gender"
"1283","Gender","Male",-0.663712429136479,0.220017909356793,398,397,0.00289314183000449,0.00369256259882152,"Fo","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","conserved",96,"PWY-6121-Gender"
"1284","Gender","Male",-0.961292561939132,0.31894304469597,398,351,0.0029172519030053,0.00369899914498711,"Fo","PWY0-1297","superpathway of purine deoxyribonucleosides degradation","variable",96,"PWY0-1297-Gender"
"1285","Gender","Male",-0.749937329398272,0.249407952226734,398,388,0.00298337497391485,0.00375827756454209,"Fo","PWY-6386","UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)","conserved",96,"PWY-6386-Gender"
"1286","Gender","Male",-0.693481033636262,0.233000045611032,398,393,0.0032829093751587,0.0041089317340696,"Fo","PWY-7234","inosine-5'-phosphate biosynthesis III","conserved",96,"PWY-7234-Gender"
"1287","Gender","Male",-0.678958531060943,0.228646845788869,398,397,0.00335372670875637,0.0041706601378124,"Fo","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","conserved",96,"PWY-7229-Gender"
"1288","Gender","Male",-0.673790934647957,0.228794591285063,398,394,0.00361871999944499,0.00447153936237152,"Fo","HEME-BIOSYNTHESIS-II","heme biosynthesis I (aerobic)","conserved",96,"HEME-BIOSYNTHESIS-II-Gender"
"1289","Gender","Male",-0.642592225141938,0.221628138862323,398,397,0.00416281027293251,0.00507915215691137,"Fo","PWY-6126","superpathway of adenosine nucleotides de novo biosynthesis II","conserved",96,"PWY-6126-Gender"
"1290","Gender","Male",-0.671820215987293,0.232809545004581,398,397,0.00434066023813087,0.00526305053873368,"Fo","PWY-5189","tetrapyrrole biosynthesis II (from glycine)","conserved",96,"PWY-5189-Gender"
"1291","Gender","Male",-0.913351567724081,0.321453076521103,398,367,0.00496515792500536,0.00590945176350331,"Fo","HSERMETANA-PWY","L-methionine biosynthesis III","variable",96,"HSERMETANA-PWY-Gender"
"1292","Gender","Male",-0.566051863866598,0.20115281604162,398,396,0.00538858011685162,0.00637429599188546,"Fo","PWY-5686","UMP biosynthesis","conserved",96,"PWY-5686-Gender"
"1293","Gender","Male",-0.576047406952001,0.213805120878879,398,394,0.00766337814483296,0.00895599614516624,"Fo","PWY-5918","superpathay of heme biosynthesis from glutamate","conserved",96,"PWY-5918-Gender"
"1294","Gender","Male",-0.599627085621917,0.225018317017188,398,393,0.00834220675004912,0.00963326255660434,"Fo","PWY-841","superpathway of purine nucleotides de novo biosynthesis I","conserved",96,"PWY-841-Gender"
"1295","Gender","Male",-0.569079494502345,0.216248588142295,398,397,0.00917129495073207,0.0105279953872309,"Fo","PWY-6124","inosine-5'-phosphate biosynthesis II","conserved",96,"PWY-6124-Gender"
"1296","Gender","Male",-0.496364988983079,0.195044958976517,398,397,0.0116978409302785,0.0133493008263178,"Fo","PWY-6123","inosine-5'-phosphate biosynthesis I","conserved",96,"PWY-6123-Gender"
"1297","Gender","Male",-0.586867543786516,0.240373958769151,398,391,0.015510278256517,0.0174941510567691,"Fo","PWY-724","superpathway of L-lysine, L-threonine and L-methionine biosynthesis II","conserved",96,"PWY-724-Gender"
"1298","Gender","Male",-0.797878208535521,0.330760585293214,398,370,0.0167710207582711,0.0186987242937046,"Fo","PWY-5659","GDP-mannose biosynthesis","variable",96,"PWY-5659-Gender"
"1299","Gender","Male",-0.471894138590516,0.208985695999791,398,395,0.0250407852370269,0.0269884018665734,"Fo","PWY-6125","superpathway of guanosine nucleotides de novo biosynthesis II","conserved",96,"PWY-6125-Gender"
"1300","Gender","Male",-0.546193708923875,0.25681771164052,398,392,0.0346829603289953,0.0371740016785916,"Fo","P108-PWY","pyruvate fermentation to propanoate I","conserved",96,"P108-PWY-Gender"
"1301","Hair_chemical_treatment_last_time","> 1 week ago",0.603047046138607,0.217283139828945,398,397,0.0060587336871806,0.0481323079576376,"Fo","PWY-4981","L-proline biosynthesis II (from arginine)","conserved",73,"PWY-4981-Hair_chemical_treatment_last_time"
"1302","Hair_chemical_treatment","Yes",0.622561390421367,0.210238219885317,398,397,0.00344887876872196,0.0267632992452824,"Fo","PWY-4981","L-proline biosynthesis II (from arginine)","conserved",84,"PWY-4981-Hair_chemical_treatment"
"1303","Hair_wash_remarks","Soap & Water",1.1105832275464,0.396039588168975,398,368,0.00555949807712369,0.0302961412067976,"Fo","PWY-7663","gondoate biosynthesis (anaerobic)","variable",146,"PWY-7663-Hair_wash_remarks"
"1304","Hair_wash_remarks","Soap & Water",1.11361993064429,0.424009659593485,398,351,0.00932187921378737,0.048614101276203,"Fo","TCA-GLYOX-BYPASS","superpathway of glyoxylate bypass and TCA","variable",146,"TCA-GLYOX-BYPASS-Hair_wash_remarks"
"1305","History_of_skin_medical_treatment","Yes",-0.429552022812213,0.126170545706356,398,397,0.000806088708518492,0.00615674052962943,"Fo","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",46,"PWY-7199-History_of_skin_medical_treatment"
"1306","History_of_skin_medical_treatment","Yes",-0.393905896423466,0.124915943606731,398,398,0.00187193464877031,0.0119458987454421,"Fo","PWY-7357","thiamin formation from pyrithiamine and oxythiamine (yeast)","conserved",46,"PWY-7357-History_of_skin_medical_treatment"
"1307","History_of_skin_medical_treatment","Yes",-0.44589795477668,0.151211937171719,398,395,0.00358389299305289,0.0202114895538448,"Fo","PWY-4242","pantothenate and coenzyme A biosynthesis III","conserved",46,"PWY-4242-History_of_skin_medical_treatment"
"1308","History_of_skin_medical_treatment","Yes",-0.357294476616164,0.121834153601421,398,398,0.00376769160802414,0.0211252072819851,"Fo","PWY-6897","thiamin salvage II","conserved",46,"PWY-6897-History_of_skin_medical_treatment"
"1309","History_of_skin_medical_treatment","Yes",-0.294284128551459,0.104371700167016,398,398,0.0053104754701743,0.0279954413373319,"Fo","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","conserved",46,"UDPNAGSYN-PWY-History_of_skin_medical_treatment"
"1310","History_of_skin_medical_treatment","Yes",-0.296858705574403,0.10730044547923,398,396,0.00621493020625158,0.0320663952131066,"Fo","HISTSYN-PWY","L-histidine biosynthesis","conserved",46,"HISTSYN-PWY-History_of_skin_medical_treatment"
"1311","History_of_skin_medical_treatment","Yes",-0.304037564917227,0.110099516271644,398,397,0.00630961456601209,0.0323826779313848,"Fo","PWY-7560","methylerythritol phosphate pathway II","conserved",46,"PWY-7560-History_of_skin_medical_treatment"
"1312","History_of_skin_medical_treatment","Yes",-0.271861687308314,0.101928771552677,398,397,0.00829883769641329,0.0414941884820664,"Fo","PWY-3841","folate transformations II","conserved",46,"PWY-3841-History_of_skin_medical_treatment"
"1313","History_of_skin_medical_treatment","Yes",-0.254373951248486,0.0956814857381718,398,397,0.00850638085130435,0.0423137919270011,"Fo","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",46,"NONMEVIPP-PWY-History_of_skin_medical_treatment"
"1314","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.199525743306774,0.0525426394322397,398,397,0.000195772943793919,0.00202021016468193,"Fo","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",NA,"PWY-7199-Irritation_itching_1_to_10"
"1315","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.130382030498085,0.0395950926294347,398,397,0.00117944609462617,0.00817187651276705,"Fo","PWY-7221","guanosine ribonucleotides de novo biosynthesis","conserved",NA,"PWY-7221-Irritation_itching_1_to_10"
"1316","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.137311611055483,0.0423831973342582,398,397,0.00140876439462161,0.00923311799177674,"Fo","PWY-3841","folate transformations II","conserved",NA,"PWY-3841-Irritation_itching_1_to_10"
"1317","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.120414785321875,0.0382192586661513,398,398,0.00188868387072639,0.0118962555493805,"Fo","PWY-7219","adenosine ribonucleotides de novo biosynthesis","conserved",NA,"PWY-7219-Irritation_itching_1_to_10"
"1318","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.123102044831086,0.0394718249263822,398,397,0.00209442685510027,0.0126185965804178,"Fo","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","conserved",NA,"PWY-7228-Irritation_itching_1_to_10"
