"","Site","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"547","Sc","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",0.115258424943742,0.479900420690054,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinSubclinical",0.975797859891797
"548","Sc","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",0.110329610777184,0.586941487631687,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinSubclinical",0.975797859891797
"549","Sc","Ever_have_had_itchy_skin_Yes","1",91,"0","Ever_have_had_itchy_skin_Yes1",-0.10648347447415,0.784199285806063,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinSubclinical",0.975797859891797
"550","Sc","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",0.103005555688777,0.228575066168325,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinSubclinical",0.975797859891797
"551","Sc","Itchy_trunk_Yes","1",20,"0","Itchy_trunk_Yes1",-0.0979505345261027,0.88170245477502,"Itchy_trunk","SkinItch","Trunk","Character","Itchy trunk","SkinSubclinical",0.975797859891797
"552","Sc","Hair_wash_last_time_>_2_days_ago","``1",20,"0","`Hair_wash_last_time_>_2_days_ago`1",-0.0979505345261025,0.88170245477502,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (> 2 days ago)","SkinBehavior",0.975797859891797
"553","Sc","Itchy_skin_overall_Yes","1",59,"0","Itchy_skin_overall_Yes1",0.0818962802062731,0.844527086570157,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinSubclinical",0.975797859891797
"554","Sc","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",-0.0800189520023575,0.778910815925527,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinSubclinical",0.975797859891797
"555","Sc","Body_wash_last_time_Yesterday_evening","1",71,"0","Body_wash_last_time_Yesterday_evening1",-0.0775326289587864,0.848453042390254,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (Yesterday evening)","SkinBehavior",0.975797859891797
"556","Sc","Body_wash_last_time_This_morning","1",127,"0","Body_wash_last_time_This_morning1",0.0775326289587858,0.848453042390255,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (This morning)","SkinBehavior",0.975797859891797
"557","Sc","Sensitive_face_Yes","1",39,"0","Sensitive_face_Yes1",-0.0724954940066513,0.883064152916395,"Sensitive_face","SkinSensitivity","Face","Character","Sensitive face","SkinSubclinical",0.975797859891797
"558","Sc","Ethnicity_South_East_Asian","1",39,"0","Ethnicity_South_East_Asian1",-0.0724954940066466,0.883064152916403,"Ethnicity","Demographic","Demographics","Character","Ethnicity (South East Asian)","Demographic",0.975797859891797
"559","Sc","Hair_chemical_treatment_location_Professional","1",39,"0","Hair_chemical_treatment_location_Professional1",-0.0724954940066454,0.883064152916405,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.975797859891797
"560","Sc","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",0.0623331363094576,0.611680685636438,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinSubclinical",0.975797859891797
"561","Sc","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",0.0567111891457666,0.707665881981104,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinSubclinical",0.975797859891797
"562","Sc","Monthly_household_income_<_6K","``1",77,"0","`Monthly_household_income_<_6K`1",-0.0534886849509862,0.893625408532486,"Monthly_household_income","Demographics","Demographics","Character","Monthly household income (< 6K)","Demographics",0.975797859891797
"563","Sc","Monthly_household_income_>=_6K","``1",102,"0","`Monthly_household_income_>=_6K`1",0.0534886849509856,0.893625408532487,"Monthly_household_income","Demographics","Demographics","Character","Monthly household income (>= 6K)","Demographics",0.975797859891797
"564","Sc","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",-0.0518872321100571,0.720728909097233,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.975797859891797
"565","Sc","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",0.0392948920850198,0.620029499803215,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinSubclinical",0.975797859891797
"566","Sc","TEWL_cheek","NotApplicable",999,"NotApplicable","TEWL_cheek",-0.0338376317421666,0.594587772949414,"TEWL_cheek","SkinPhysio","Cheek","Numeric","TEWL cheek","SkinPhysio",0.975797859891797
"567","Sc","Age","NotApplicable",999,"NotApplicable","Age",0.0193801774676575,0.264461467121604,"Age","Demographic","Demographics","Numeric","Age","Demographic",0.975797859891797
"568","Sc","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",-0.00230300269542817,0.86313468786569,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.975797859891797
"569","Fo","Body_sites_affected_by_eczema_Hands_and_feet","1",19,"0","Body_sites_affected_by_eczema_Hands_and_feet1",0.0176995746337837,0.978666739280052,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.978666739280057
"570","Fo","Face_wash_last_time_This_morning","1",180,"0","Face_wash_last_time_This_morning1",-0.0176995746337793,0.978666739280057,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.978666739280057
"571","Sc","Routinely_use_underarm_whitening_product_Yes","1",76,"0","Routinely_use_underarm_whitening_product_Yes1",-0.0447358934738957,0.910604725410099,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.983039192204084
"572","Ps","Itchy_other_site_Yes","1",14,"0","Itchy_other_site_Yes1",0.0870113769902771,0.897699911155559,"Itchy_other_site","SkinItch","Other_site","Character","Itchy other site","SkinSubclinical",0.985571762980185
"573","Ps","Routinely_use_moisturizers_Yes","1",98,"0","Routinely_use_moisturizers_Yes1",0.0377403279830264,0.915046891653962,"Routinely_use_moisturizers","SkinBehavior","General","Character","Routinely use moisturizers","SkinBehavior",0.985571762980185
"574","Ps","Routinely_remove_body_hair_Yes","1",96,"0","Routinely_remove_body_hair_Yes1",-0.0371696331465894,0.916415396820523,"Routinely_remove_body_hair","SkinBehavior","General","Character","Routinely remove body hair","SkinBehavior",0.985571762980185
"575","Ps","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",-0.0144519274137862,0.923325125318278,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinSubclinical",0.985571762980185
"576","Sc","Ethnicity_East_Asian","1",119,"0","Ethnicity_East_Asian1",-0.0360258223078966,0.927021453998433,"Ethnicity","Demographic","Demographics","Character","Ethnicity (East Asian)","Demographic",0.989517282357878
"577","Ac","Body_odor_underarm_Yes","1",41,"0","Body_odor_underarm_Yes1",-16.9566305974293,0.986719079804762,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinSubclinical",0.989960007055801
"578","Ac","Hair_wash_last_time_Yesterday_morning","1",17,"0","Hair_wash_last_time_Yesterday_morning1",-15.7872124219658,0.98687273384611,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday morning)","SkinBehavior",0.989960007055801
"579","Ac","Itchy_other_site_Yes","1",15,"0","Itchy_other_site_Yes1",-15.7743090171291,0.987679092816605,"Itchy_other_site","SkinItch","Other_site","Character","Itchy other site","SkinSubclinical",0.989960007055801
"580","Ac","Routinely_wax_underarms_Yes","1",14,"0","Routinely_wax_underarms_Yes1",-15.7679192190354,0.988101662583477,"Routinely_wax_underarms","SkinBehavior","Underarm","Character","Routinely wax underarms","SkinBehavior",0.989960007055801
"581","Ac","Routinely_wax_underarms_last_time_Yesterday","1",10,"0","Routinely_wax_underarms_last_time_Yesterday1",-15.7427606593927,0.989960007055801,"Routinely_wax_underarms_last_time","SkinBehavior","Underarm","Character","Routinely wax underarms last time (Yesterday)","SkinBehavior",0.989960007055801
"582","Ac","Currently_have_acne_Yes","1",17,"0","Currently_have_acne_Yes1",-0.948039429858401,0.36797399363444,"Currently_have_acne","SkinCondition","General","Character","Currently have acne","SkinDisease",0.989960007055801
"583","Ac","Routinely_use_underarm_antiperspirant_Yes","1",28,"0","Routinely_use_underarm_antiperspirant_Yes1",-0.766269445384075,0.317250475970496,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.989960007055801
"584","Ac","Current_or_past_acne_severity_Severe","1",14,"0","Current_or_past_acne_severity_Severe1",0.640396615141858,0.352270530430324,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.989960007055801
"585","Ac","Sensitive_arms_Yes","1",19,"0","Sensitive_arms_Yes1",0.63705771384834,0.293993076837294,"Sensitive_arms","SkinSensitivity","Arms","Character","Sensitive arms","SkinSubclinical",0.989960007055801
"586","Ac","Sensitive_other_site_Yes","1",13,"0","Sensitive_other_site_Yes1",-0.634878272435255,0.550278198246397,"Sensitive_other_site","SkinSensitivity","Other_site","Character","Sensitive other site","SkinSubclinical",0.989960007055801
"587","Ac","Topical_antimicrobial_use_in_the_last_month_Yes","1",24,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",-0.572002797200786,0.457919324815855,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.989960007055801
"588","Ac","Antibiotic_use_in_the_last_month_Yes","1",12,"0","Antibiotic_use_in_the_last_month_Yes1",-0.541596864850156,0.611391297302632,"Antibiotic_use_in_the_last_month","SkinTreatment","General","Character","Antibiotic use in the last month","SkinDisease",0.989960007055801
"589","Ac","Sensitive_legs_Yes","1",21,"0","Sensitive_legs_Yes1",0.498991166078194,0.406107702938848,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinSubclinical",0.989960007055801
"590","Ac","Sensitive_face_Yes","1",39,"0","Sensitive_face_Yes1",0.470209200066194,0.330961473322822,"Sensitive_face","SkinSensitivity","Face","Character","Sensitive face","SkinSubclinical",0.989960007055801
"591","Ac","Ever_had_acne_Yes","1",95,"0","Ever_had_acne_Yes1",-0.458307583901738,0.287776435973082,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.989960007055801
"592","Ac","Itchy_skin_overall_Yes","1",59,"0","Itchy_skin_overall_Yes1",0.442197116909447,0.311759043793645,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinSubclinical",0.989960007055801
"593","Ac","Hair_chemical_treatment_last_time_<_1_week_ago","``1",11,"0","`Hair_chemical_treatment_last_time_<_1_week_ago`1",-0.440056450408947,0.680989529795294,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (< 1 week ago)","SkinBehavior",0.989960007055801
"594","Ac","Routinely_shave_bikine_line_last_time_Today","1",11,"0","Routinely_shave_bikine_line_last_time_Today1",-0.440056450408944,0.680989529795297,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Today)","SkinBehavior",0.989960007055801
"595","Ac","Age_when_itchy_skin_began_Over_10_years_old","1",81,"0","Age_when_itchy_skin_began_Over_10_years_old1",0.415221281857332,0.325381586549018,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinSubclinical",0.989960007055801
"596","Ac","Itchy_scalp_Yes","1",11,"0","Itchy_scalp_Yes1",0.405465108096225,0.61743395705454,"Itchy_scalp","SkinItch","Scalp","Character","Itchy scalp","SkinSubclinical",0.989960007055801
"597","Ac","Monthly_household_income_>=_6K","``1",100,"0","`Monthly_household_income_>=_6K`1",-0.382992252091729,0.375802440926657,"Monthly_household_income","Demographics","Demographics","Character","Monthly household income (>= 6K)","Demographics",0.989960007055801
"598","Ac","Monthly_household_income_<_6K","``1",78,"0","`Monthly_household_income_<_6K`1",0.382992252091729,0.375802440926654,"Monthly_household_income","Demographics","Demographics","Character","Monthly household income (< 6K)","Demographics",0.989960007055801
"599","Ac","Face_wash_last_time_Yesterday_evening","1",17,"0","Face_wash_last_time_Yesterday_evening1",0.380306548454292,0.57272272972869,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (Yesterday evening)","SkinBehavior",0.989960007055801
"600","Ac","Sensitive_skin_overall_Yes","1",69,"0","Sensitive_skin_overall_Yes1",0.356789879520483,0.405110423120807,"Sensitive_skin_overall","SkinSensitivity","General","Character","Sensitive skin overall","SkinSubclinical",0.989960007055801
"601","Ac","Currently_have_a_skin_condition_Yes","1",36,"0","Currently_have_a_skin_condition_Yes1",0.343589704338941,0.498002865575444,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.989960007055801
"602","Ac","Routinely_shave_bikine_line_last_time_Yesterday","1",30,"0","Routinely_shave_bikine_line_last_time_Yesterday1",0.32964627151805,0.543535061573695,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.989960007055801
"603","Ac","Itchy_skin_in_the_last_week_Yes","1",45,"0","Itchy_skin_in_the_last_week_Yes1",0.254234138343401,0.595490205503828,"Itchy_skin_in_the_last_week","SkinItch","General","Character","Itchy skin in the last week","SkinSubclinical",0.989960007055801
"604","Ac","Suffered_from_dry_skin_in_the_last_year_Yes","1",52,"0","Suffered_from_dry_skin_in_the_last_year_Yes1",0.249067236271591,0.587805339839883,"Suffered_from_dry_skin_in_the_last_year","SkinDry","General","Character","Suffered from dry skin in the last year","SkinSubclinical",0.989960007055801
"605","Ac","Routinely_shave_underarms_last_time_Yesterday","1",32,"0","Routinely_shave_underarms_last_time_Yesterday1",0.238891908261648,0.658205385094836,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Yesterday)","SkinBehavior",0.989960007055801
"606","Ac","Routinely_use_moisturizers_Yes","1",96,"0","Routinely_use_moisturizers_Yes1",0.236067802070343,0.576001998737368,"Routinely_use_moisturizers","SkinBehavior","General","Character","Routinely use moisturizers","SkinBehavior",0.989960007055801
"607","Ac","Face_wash_last_time_This_morning","1",178,"0","Face_wash_last_time_This_morning1",-0.233954467407149,0.72602930269868,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.989960007055801
"608","Ac","Body_sites_affected_by_eczema_Hands_and_feet","1",19,"0","Body_sites_affected_by_eczema_Hands_and_feet1",0.233954467407148,0.726029302698681,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.989960007055801
