"Taxa","Taxa_category","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_trunk_Yes","1",6,"0","Itchy_trunk_Yes1",0.279411764705882,0.74540056884138,"Itchy_trunk","SkinItch","Trunk","Character","Itchy trunk","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",-0.272876776694467,0.144620242479129,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Current_skin_condition_severity_Moderate","1",3,"0","Current_skin_condition_severity_Moderate1",0.267605633802818,0.822245135923307,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Moderate)","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_length_>_5cm","``1",40,"0","`Hair_length_>_5cm`1",-0.25735294117647,0.584789075634271,"Hair_length","SkinBehavior","Scalp","Character","Hair length (> 5cm)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_skin_in_the_last_week_Yes","1",19,"0","Itchy_skin_in_the_last_week_Yes1",-0.221052631578945,0.680913135956041,"Itchy_skin_in_the_last_week","SkinItch","General","Character","Itchy skin in the last week","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",-0.21880650994575,0.50750431674841,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_wash_last_time_Yesterday_evening","1",35,"0","Hair_wash_last_time_Yesterday_evening1",-0.217582417582417,0.643597292570301,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",-0.201343952215032,0.29741170280618,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_covering_frequency_Ocassionally","1",17,"0","Hair_covering_frequency_Ocassionally1",-0.20123839009288,0.718519462511177,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_legs_Yes","1",11,"0","Itchy_legs_Yes1",0.194805194805195,0.767974128351953,"Itchy_legs","SkinItch","Legs","Character","Itchy legs","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",0.190294957183635,0.313884780800951,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_shave_underarms_last_time_Yesterday","1",7,"0","Routinely_shave_underarms_last_time_Yesterday1",-0.189765458422174,0.813121584352231,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Yesterday)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Irritation_burning_1_to_10","NotApplicable",999,"NotApplicable","Irritation_burning_1_to_10",-0.179445350734093,0.608996819523673,"Irritation_burning_1_to_10","SkinIrritation","General","Numeric","Irritation burning 1 to 10","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Body_odor_overall_Yes","1",16,"0","Body_odor_overall_Yes1",0.168103448275861,0.768294061980556,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Body_odor_underarm_Yes","1",16,"0","Body_odor_underarm_Yes1",0.168103448275861,0.768294061980556,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",0.154009333899024,0.666979208939817,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Age_when_itchy_skin_began_Over_10_years_old","1",33,"0","Age_when_itchy_skin_began_Over_10_years_old1",0.135254988913526,0.774716008979978,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Currently_have_acne_Yes","1",8,"0","Currently_have_acne_Yes1",-0.132575757575756,0.860905281290652,"Currently_have_acne","SkinCondition","General","Character","Currently have acne","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_shave_underarms_last_time_Today","1",8,"0","Routinely_shave_underarms_last_time_Today1",-0.132575757575756,0.860905281290652,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Today)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Topical_antimicrobial_use_in_the_last_month_Yes","1",11,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",-0.125541125541125,0.849235548071893,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Ethnicity_South_East_Asian","1",18,"0","Ethnicity_South_East_Asian1",0.119047619047621,0.827887302771265,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South East Asian)","Demographics",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",-0.108163421297663,0.517344277086556,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_skin_overall_Yes","1",22,"0","Itchy_skin_overall_Yes1",0.106643356643357,0.835636265258936,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Irritation_heat_1_to_10","NotApplicable",999,"NotApplicable","Irritation_heat_1_to_10",0.0962924145159167,0.628218684813577,"Irritation_heat_1_to_10","SkinIrritation","General","Numeric","Irritation heat 1 to 10","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_arms_Yes","1",12,"0","Itchy_arms_Yes1",-0.0913978494623655,0.88598336539882,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",0.089966832504146,0.610968082118463,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Ever_have_had_itchy_skin_Yes","1",37,"0","Ever_have_had_itchy_skin_Yes1",-0.081081081081081,0.86300135432602,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_shave_bikine_line_Yes","1",19,"0","Routinely_shave_bikine_line_Yes1",-0.0794258373205741,0.882597453698199,"Routinely_shave_bikine_line","SkinBehavior","Pubic","Character","Routinely shave bikine line","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",0.0788761002031144,0.727218494152839,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",-0.0760577568838146,0.498882874162159,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",-0.0745033112582785,0.833163933392439,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_chemical_treatment_Yes","1",30,"0","Hair_chemical_treatment_Yes1",-0.0727272727272728,0.879204488075082,"Hair_chemical_treatment","SkinBehavior","Scalp","Character","Hair chemical treatment","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","TEWL_cheek","NotApplicable",999,"NotApplicable","TEWL_cheek",0.0530683111739561,0.48693779560002,"TEWL_cheek","SkinPhysio","Cheek","Numeric","TEWL cheek","SkinPhysio",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",0.0243802554243228,0.155921214234365,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Age","NotApplicable",999,"NotApplicable","Age",0.0172504701346848,0.415844073547539,"Age","Demographics","Demographics","Numeric","Age","Demographics",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Sebum_cheek","NotApplicable",999,"NotApplicable","Sebum_cheek",0.00534319560526297,0.785296942958005,"Sebum_cheek","SkinPhysio","Cheek","Numeric","Sebum cheek","SkinPhysio",0.932614068840863
"s__Betapapillomavirus_2","Eukaryotic virus","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",-0.267605633802817,0.766720271735104,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinDiscomfort",0.933398591677518
"s__Human_papillomavirus_type_134","Eukaryotic virus","Face_wash_last_time_This_morning","1",19,"0","Face_wash_last_time_This_morning1",-0.21052631578947,0.886765475087007,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.933696554882101
"s__Human_papillomavirus_type_134","Eukaryotic virus","Ethnicity_South_Asian","1",3,"0","Ethnicity_South_Asian1",-0.166666666666666,0.893101052495922,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South Asian)","Demographics",0.933696554882101
"s__Cutibacterium_phage_P100D","Bacteriophage","Sensitive_arms_Yes","1",6,"0","Sensitive_arms_Yes1",0.0980392156862741,0.909319867009701,"Sensitive_arms","SkinSensitivity","Arms","Character","Sensitive arms","SkinDiscomfort",0.939352025503452
"s__Cutibacterium_phage_P100D","Bacteriophage","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",0.0496709543360358,0.911171464738349,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.939352025503452
"s__Gordonia_otitidis","Bacteria","Sensitive_legs_Yes","1",5,"0","Sensitive_legs_Yes1",0.242105263157896,0.843388351179617,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinDiscomfort",0.941130503281419
"s__Gordonia_otitidis","Bacteria","Ever_Asthma_Diagnosis_Yes","1",5,"0","Ever_Asthma_Diagnosis_Yes1",0.242105263157896,0.843388351179617,"Ever_Asthma_Diagnosis","GeneralHealth_skin","ImmuneDiease","Character","Ever Asthma Diagnosis","GeneralHealth_skin",0.941130503281419
"s__Gordonia_otitidis","Bacteria","Body_odor_overall_Yes","1",5,"0","Body_odor_overall_Yes1",0.242105263157894,0.843388351179617,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinDiscomfort",0.941130503281419
"s__Gordonia_otitidis","Bacteria","Body_odor_underarm_Yes","1",5,"0","Body_odor_underarm_Yes1",0.242105263157894,0.843388351179617,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinDiscomfort",0.941130503281419
"s__Gordonia_otitidis","Bacteria","Sensitive_skin_overall_Yes","1",13,"0","Sensitive_skin_overall_Yes1",0.216783216783217,0.828165259454843,"Sensitive_skin_overall","SkinSensitivity","General","Character","Sensitive skin overall","SkinDiscomfort",0.941130503281419
"s__Gordonia_otitidis","Bacteria","Hair_chemical_treatment_last_time_>_1_week_ago","``1",11,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",-0.216783216783216,0.828165259454843,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.941130503281419
"s__Gordonia_otitidis","Bacteria","Current_or_past_acne_severity_Mild","1",10,"0","Current_or_past_acne_severity_Mild1",-0.185714285714286,0.854046370891227,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.941130503281419
"s__Gordonia_otitidis","Bacteria","Hair_wash_last_time_Yesterday_evening","1",14,"0","Hair_wash_last_time_Yesterday_evening1",0.185714285714286,0.854046370891227,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.941130503281419
"s__Gordonia_otitidis","Bacteria","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",0.0283018867924528,0.857739192864078,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinDiscomfort",0.941130503281419
"s__Dermacoccus_sp_Ellin185","Bacteria","Ethnicity_East_Asian","1",28,"0","Ethnicity_East_Asian1",0.0714285714285715,0.912922879919372,"Ethnicity","Demographics","Demographics","Character","Ethnicity (East Asian)","Demographics",0.944769026893303
"s__Acinetobacter_radioresistens","Bacteria","Hair_chemical_treatment_location_Professional","1",3,"0","Hair_chemical_treatment_location_Professional1",1.29411764705882,0.169512314939392,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.944929687062604
"s__Acinetobacter_radioresistens","Bacteria","Ethnicity_East_Asian","1",16,"0","Ethnicity_East_Asian1",1.125,0.18158564861881,"Ethnicity","Demographics","Demographics","Character","Ethnicity (East Asian)","Demographics",0.944929687062604
"s__Acinetobacter_radioresistens","Bacteria","Ethnicity_South_East_Asian","1",3,"0","Ethnicity_South_East_Asian1",-1.05882352941176,0.265377389779385,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South East Asian)","Demographics",0.944929687062604
"s__Acinetobacter_radioresistens","Bacteria","Routinely_shave_bikine_line_last_time_Yesterday","1",3,"0","Routinely_shave_bikine_line_last_time_Yesterday1",-1.05882352941176,0.265377389779385,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.944929687062604
"s__Acinetobacter_radioresistens","Bacteria","Currently_have_a_skin_condition_Yes","1",3,"0","Currently_have_a_skin_condition_Yes1",-1.05882352941176,0.265377389779385,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.944929687062604
"s__Acinetobacter_radioresistens","Bacteria","Routinely_use_underarm_deodorant_Yes","1",3,"0","Routinely_use_underarm_deodorant_Yes1",-1.05882352941176,0.265377389779386,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.944929687062604
"s__Acinetobacter_radioresistens","Bacteria","Hair_wash_last_time_This_morning","1",6,"0","Hair_wash_last_time_This_morning1",-1.04761904761905,0.152590201069346,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.944929687062604
